jichang,shijian,xuhao,lichangliuliang
ZUGY,79,17,7
ZUGY,79,18,8
ZUGY,79,19,5
ZUGY,79,20,6
ZUGY,79,21,5
ZUGY,79,22,4
ZUGY,79,23,6
ZUGY,79,24,3
ZUGY,79,26,4
ZUGY,79,27,7
ZUGY,79,28,7
ZUGY,79,29,8
ZUGY,79,30,7
ZUGY,79,31,4
ZUGY,79,32,6
ZUGY,79,33,3
ZUGY,79,34,7
ZUGY,79,35,4
ZUGY,79,36,4
ZUGY,79,37,4
ZUGY,79,38,7
ZUGY,79,39,3
ZUGY,79,40,8
ZUGY,79,41,9
ZUGY,79,42,6
ZUGY,79,43,4
ZUGY,79,44,4
ZUGY,79,45,3
ZUGY,79,46,5
ZUGY,79,47,4
ZUGY,79,48,4
ZUGY,79,49,5
ZUGY,79,50,5
ZUGY,80,1,5
ZUGY,80,2,5
ZUGY,80,3,6
ZUGY,80,4,7
ZUGY,80,5,5
ZUGY,80,6,4
ZUGY,80,7,7
ZUGY,80,8,5
ZUGY,80,9,5
ZUGY,80,10,4
ZUGY,80,11,5
ZUGY,80,12,3
ZUGY,80,13,3
ZUGY,80,14,8
ZUGY,80,15,4
ZUGY,80,16,3
ZUGY,80,17,4
ZUGY,80,18,4
ZUGY,80,19,8
ZUGY,80,20,4
ZUGY,80,21,5
ZUGY,80,22,4
ZUGY,80,23,3
ZUGY,80,24,4
ZUGY,80,25,6
ZUGY,80,26,4
ZUGY,80,27,8
ZUGY,80,28,4
ZUGY,80,29,6
ZUGY,80,30,5
ZUGY,80,31,6
ZUGY,80,32,4
ZUGY,80,33,5
ZUGY,80,34,5
ZUGY,80,35,4
ZUGY,80,36,5
ZUGY,80,37,4
ZUGY,80,38,3
ZUGY,80,39,5
ZUGY,80,40,3
ZUGY,80,41,3
ZUGY,80,42,5
ZUGY,80,43,5
ZUGY,80,44,4
ZUGY,80,46,4
ZUGY,80,47,3
ZUGY,80,48,9
ZUGY,80,49,3
ZUGY,80,50,4
ZUGY,81,1,3
ZUGY,81,2,3
ZUGY,81,3,4
ZUGY,81,4,5
ZUGY,81,5,4
ZUGY,81,6,5
ZUGY,81,7,5
ZUGY,81,8,9
ZUGY,81,9,4
ZUGY,81,10,6
ZUGY,81,12,4
ZUGY,81,13,5
ZUGY,81,14,5
ZUGY,81,15,4
ZUGY,81,16,6
ZUGY,81,17,7
ZUGY,81,18,5
ZUGY,81,19,4
ZUGY,81,20,5
ZUGY,81,21,5
ZUGY,81,22,6
ZUGY,81,23,5
ZUGY,81,25,6
ZUGY,81,26,4
ZUGY,81,27,5
ZUGY,81,29,4
ZUGY,81,30,8
ZUGY,81,31,4
ZUGY,81,32,4
ZUGY,81,34,6
ZUGY,81,35,6
ZUGY,81,36,5
ZUGY,81,37,4
ZUGY,81,38,3
ZUGY,81,39,3
ZUGY,81,41,4
ZUGY,81,42,6
ZUGY,81,43,4
ZUGY,81,44,3
ZUGY,81,45,3
ZUGY,81,46,5
ZUGY,81,47,3
ZUGY,81,48,4
ZUGY,81,49,4
ZUGY,81,50,7
ZUGY,82,1,5
ZUGY,82,2,3
ZUGY,82,3,4
ZUGY,82,4,7
ZUGY,82,5,4
ZUGY,82,6,7
ZUGY,82,7,5
ZUGY,82,8,5
ZUGY,82,9,4
ZUGY,82,10,4
ZUGY,82,11,4
ZUGY,82,12,3
ZUGY,82,13,7
ZUGY,82,14,4
ZUGY,82,15,5
ZUGY,82,16,4
ZUGY,82,17,8
ZUGY,82,18,4
ZUGY,82,19,4
ZUGY,82,20,6
ZUGY,82,21,4
ZUGY,82,22,5
ZUGY,82,23,5
ZUGY,82,24,4
ZUGY,82,25,4
ZUGY,82,26,5
ZUGY,82,27,5
ZUGY,82,29,4
ZUGY,82,30,3
ZUGY,82,31,5
ZUGY,82,32,4
ZUGY,82,33,6
ZUGY,82,34,3
ZUGY,82,35,5
ZUGY,82,36,5
ZUGY,82,38,4
ZUGY,82,39,6
ZUGY,82,40,5
ZUGY,82,41,8
ZUGY,82,42,6
ZUGY,82,43,5
ZUGY,82,44,6
ZUGY,82,45,5
ZUGY,82,46,6
ZUGY,82,47,4
ZUGY,82,48,4
ZUGY,82,49,4
ZUGY,82,50,4
ZUGY,83,1,4
ZUGY,83,2,5
ZUGY,83,3,3
ZUGY,83,4,5
ZUGY,83,5,4
ZUGY,83,7,4
ZUGY,83,8,5
ZUGY,83,9,6
ZUGY,83,10,3
ZUGY,83,11,4
ZUGY,83,12,5
ZUGY,83,13,5
ZUGY,83,14,3
ZUGY,83,15,6
ZUGY,83,16,5
ZUGY,83,17,4
ZUGY,83,18,7
ZUGY,83,19,7
ZUGY,83,20,4
ZUGY,83,21,4
ZUGY,83,22,3
ZUGY,83,23,5
ZUGY,83,24,3
ZUGY,83,25,4
ZUGY,83,26,7
ZUGY,83,27,5
ZUGY,83,28,5
ZUGY,83,29,3
ZUGY,83,30,6
ZUGY,83,31,5
ZUGY,83,32,3
ZUGY,83,33,8
ZUGY,83,34,6
ZUGY,83,35,3
ZUGY,83,36,4
ZUGY,83,37,5
ZUGY,83,38,3
ZUGY,83,39,5
ZUGY,83,41,4
ZUGY,83,42,5
ZUGY,83,44,4
ZUGY,83,45,4
ZUGY,83,46,4
ZUGY,83,47,6
ZUGY,83,48,5
ZUGY,83,49,4
ZUGY,83,50,3
ZUGY,84,1,6
ZUGY,84,2,6
ZUGY,84,3,8
ZUGY,84,4,4
ZUGY,84,5,3
ZUGY,84,6,4
ZUGY,84,7,3
ZUGY,84,8,6
ZUGY,84,9,7
ZUGY,84,10,5
ZUGY,84,11,3
ZUGY,84,12,3
ZUGY,84,13,3
ZUGY,84,14,4
ZUGY,84,15,4
ZUGY,84,16,5
ZUGY,84,17,3
ZUGY,84,18,4
ZUGY,84,19,5
ZUGY,84,20,3
ZUGY,84,21,6
ZUGY,84,22,4
ZUGY,84,23,5
ZUGY,84,24,3
ZUGY,84,25,5
ZUGY,84,26,3
ZUGY,84,27,5
ZUGY,84,29,3
ZUGY,84,30,5
ZUGY,84,31,4
ZUGY,84,32,4
ZUGY,84,33,3
ZUGY,84,34,9
ZUGY,84,35,6
ZUGY,84,36,7
ZUGY,84,37,4
ZUGY,84,38,3
ZUGY,84,39,5
ZUGY,84,41,4
ZUGY,84,43,6
ZUGY,84,44,3
ZUGY,84,45,7
ZUGY,84,46,5
ZUGY,84,47,5
ZUGY,84,48,5
ZUGY,84,49,3
ZUGY,84,50,8
ZUGY,85,1,8
ZUGY,85,2,6
ZUGY,85,3,6
ZUGY,85,4,7
ZUGY,85,5,3
ZUGY,85,7,5
ZUGY,85,8,6
ZUGY,85,9,8
ZUGY,85,10,4
ZUGY,85,11,8
ZUGY,85,12,4
ZUGY,85,13,7
ZUGY,85,15,8
ZUGY,85,16,8
ZUGY,85,17,5
ZUGY,85,18,6
ZUGY,85,19,10
ZUGY,85,20,9
ZUGY,85,21,9
ZUGY,85,22,7
ZUGY,85,23,5
ZUGY,85,24,8
ZUGY,85,25,3
ZUGY,85,26,3
ZUGY,85,27,4
ZUGY,85,28,4
ZUGY,85,29,5
ZUGY,85,30,6
ZUGY,85,31,4
ZUGY,85,32,6
ZUGY,85,33,11
ZUGY,85,34,6
ZUGY,85,35,6
ZUGY,85,36,6
ZUGY,85,37,3
ZUGY,85,38,11
ZUGY,85,39,3
ZUGY,85,40,6
ZUGY,85,41,7
ZUGY,85,42,9
ZUGY,85,43,8
ZUGY,85,44,8
ZUGY,85,45,5
ZUGY,85,46,7
ZUGY,85,47,8
ZUGY,85,48,4
ZUGY,85,49,4
ZUGY,85,50,6
ZUGY,86,1,6
ZUGY,86,2,6
ZUGY,86,3,9
ZUGY,86,4,6
ZUGY,86,5,5
ZUGY,86,6,4
ZUGY,86,7,6
ZUGY,86,8,7
ZUGY,86,9,5
ZUGY,86,10,6
ZUGY,86,11,3
ZUGY,86,12,8
ZUGY,86,13,5
ZUGY,86,14,9
ZUGY,86,15,6
ZUGY,86,16,5
ZUGY,86,17,4
ZUGY,86,18,3
ZUGY,86,19,6
ZUGY,86,20,6
ZUGY,86,21,5
ZUGY,86,22,5
ZUGY,86,23,10
ZUGY,86,24,12
ZUGY,86,25,9
ZUGY,86,26,6
ZUGY,86,27,4
ZUGY,86,28,7
ZUGY,86,29,9
ZUGY,86,30,6
ZUGY,86,31,6
ZUGY,86,32,6
ZUGY,86,33,8
ZUGY,86,34,4
ZUGY,86,35,4
ZUGY,86,36,3
ZUGY,86,37,7
ZUGY,86,38,9
ZUGY,86,39,6
ZUGY,86,40,5
ZUGY,86,42,6
ZUGY,86,43,6
ZUGY,86,44,9
ZUGY,86,45,8
ZUGY,86,46,7
ZUGY,86,47,7
ZUGY,86,48,6
ZUGY,86,49,3
ZUGY,86,50,9
ZUGY,87,1,5
ZUGY,87,2,5
ZUGY,87,3,4
ZUGY,87,4,6
ZUGY,87,5,7
ZUGY,87,6,5
ZUGY,87,7,7
ZUGY,87,8,4
ZUGY,87,9,3
ZUGY,87,10,4
ZUGY,87,11,8
ZUGY,87,12,5
ZUGY,87,13,3
ZUGY,87,14,6
ZUGY,87,15,7
ZUGY,87,16,4
ZUGY,87,17,5
ZUGY,87,18,8
ZUGY,87,19,4
ZUGY,87,20,9
ZUGY,87,21,9
ZUGY,87,22,7
ZUGY,87,23,6
ZUGY,87,24,9
ZUGY,87,25,7
ZUGY,87,26,4
ZUGY,87,27,4
ZUGY,87,28,9
ZUGY,87,29,7
ZUGY,87,30,6
ZUGY,87,31,7
ZUGY,87,32,10
ZUGY,87,33,6
ZUGY,87,34,6
ZUGY,87,35,5
ZUGY,87,36,6
ZUGY,87,37,8
ZUGY,87,38,7
ZUGY,87,39,3
ZUGY,87,41,5
ZUGY,87,42,6
ZUGY,87,43,7
ZUGY,87,44,11
ZUGY,87,45,6
ZUGY,87,46,6
ZUGY,87,47,6
ZUGY,87,48,8
ZUGY,87,49,9
ZUGY,87,50,5
ZUGY,88,1,6
ZUGY,88,2,5
ZUGY,88,3,6
ZUGY,88,4,6
ZUGY,88,5,7
ZUGY,88,6,6
ZUGY,88,7,3
ZUGY,88,8,4
ZUGY,88,9,4
ZUGY,88,10,7
ZUGY,88,11,9
ZUGY,88,12,6
ZUGY,88,13,4
ZUGY,88,14,13
ZUGY,88,15,6
ZUGY,88,16,7
ZUGY,88,17,5
ZUGY,88,18,9
ZUGY,88,19,3
ZUGY,88,20,6
ZUGY,88,21,5
ZUGY,88,22,3
ZUGY,88,23,5
ZUGY,88,24,6
ZUGY,88,25,3
ZUGY,88,26,8
ZUGY,88,27,11
ZUGY,88,28,4
ZUGY,88,29,5
ZUGY,88,30,6
ZUGY,88,31,8
ZUGY,88,32,7
ZUGY,88,33,5
ZUGY,88,34,5
ZUGY,88,35,5
ZUGY,88,36,6
ZUGY,88,37,4
ZUGY,88,38,8
ZUGY,88,39,4
ZUGY,88,40,8
ZUGY,88,41,13
ZUGY,88,42,7
ZUGY,88,43,6
ZUGY,88,44,6
ZUGY,88,45,5
ZUGY,88,46,5
ZUGY,88,47,3
ZUGY,88,48,6
ZUGY,88,49,5
ZUGY,88,50,7
ZUGY,89,1,5
ZUGY,89,2,5
ZUGY,89,3,4
ZUGY,89,4,6
ZUGY,89,5,3
ZUGY,89,7,6
ZUGY,89,9,4
ZUGY,89,10,6
ZUGY,89,11,3
ZUGY,89,12,3
ZUGY,89,13,5
ZUGY,89,14,5
ZUGY,89,15,3
ZUGY,89,17,5
ZUGY,89,18,3
ZUGY,89,19,6
ZUGY,89,20,7
ZUGY,89,22,6
ZUGY,89,23,5
ZUGY,89,24,9
ZUGY,89,25,7
ZUGY,89,26,4
ZUGY,89,27,5
ZUGY,89,28,3
ZUGY,89,29,3
ZUGY,89,30,5
ZUGY,89,32,6
ZUGY,89,33,3
ZUGY,89,34,3
ZUGY,89,35,5
ZUGY,89,36,6
ZUGY,89,38,5
ZUGY,89,40,3
ZUGY,89,41,6
ZUGY,89,42,3
ZUGY,89,43,3
ZUGY,89,45,4
ZUGY,89,46,3
ZUGY,89,49,3
ZUGY,89,50,4
ZUGY,90,1,3
ZUGY,90,2,3
ZUGY,90,4,3
ZUGY,90,5,3
ZUGY,90,6,3
ZUGY,90,7,3
ZUGY,90,8,3
ZUGY,90,9,3
ZUGY,90,10,5
ZUGY,90,11,4
ZUGY,90,12,4
ZUGY,90,13,4
ZUGY,90,16,3
ZUGY,90,17,3
ZUGY,90,19,3
ZUGY,90,20,4
ZUGY,90,21,5
ZUGY,90,22,4
ZUGY,90,23,3
ZUGY,90,24,3
ZUGY,90,25,4
ZUGY,90,26,6
ZUGY,90,29,3
ZUGY,90,30,4
ZUGY,90,31,4
ZUGY,90,32,5
ZUGY,90,33,6
ZUGY,90,35,4
ZUGY,90,38,5
ZUGY,90,39,3
ZUGY,90,40,3
ZUGY,90,45,4
ZUGY,90,47,5
ZUGY,90,48,4
ZUGY,90,49,3
ZUGY,90,50,3
ZUGY,91,1,4
ZUGY,91,3,6
ZUGY,91,4,3
ZUGY,91,5,5
ZUGY,91,6,3
ZUGY,91,7,3
ZUGY,91,8,3
ZUGY,91,9,5
ZUGY,91,10,4
ZUGY,91,11,3
ZUGY,91,12,4
ZUGY,91,13,3
ZUGY,91,15,4
ZUGY,91,16,3
ZUGY,91,17,4
ZUGY,91,18,5
ZUGY,91,19,7
ZUGY,91,20,3
ZUGY,91,22,3
ZUGY,91,23,3
ZUGY,91,24,4
ZUGY,91,25,4
ZUGY,91,26,3
ZUGY,91,27,5
ZUGY,91,28,3
ZUGY,91,30,3
ZUGY,91,31,3
ZUGY,91,32,3
ZUGY,91,33,5
ZUGY,91,38,4
ZUGY,91,39,3
ZUGY,91,40,3
ZUGY,91,41,3
ZUGY,91,42,4
ZUGY,91,44,5
ZUGY,91,45,5
ZUGY,91,46,5
ZUGY,91,47,3
ZUGY,91,48,3
ZUGY,91,49,3
ZUGY,91,50,3
ZUGY,92,1,5
ZUGY,92,2,3
ZUGY,92,3,4
ZUGY,92,4,4
ZUGY,92,5,4
ZUGY,92,6,4
ZUGY,92,8,4
ZUGY,92,9,4
ZUGY,92,10,4
ZUGY,92,11,6
ZUGY,92,12,4
ZUGY,92,13,4
ZUGY,92,14,6
ZUGY,92,15,4
ZUGY,92,16,5
ZUGY,92,17,5
ZUGY,92,18,3
ZUGY,92,19,4
ZUGY,92,20,4
ZUGY,92,21,7
ZUGY,92,22,6
ZUGY,92,23,3
ZUGY,92,24,4
ZUGY,92,25,4
ZUGY,92,26,5
ZUGY,92,27,7
ZUGY,92,28,4
ZUGY,92,30,6
ZUGY,92,31,3
ZUGY,92,32,3
ZUGY,92,33,3
ZUGY,92,34,4
ZUGY,92,35,6
ZUGY,92,36,4
ZUGY,92,37,7
ZUGY,92,38,4
ZUGY,92,39,6
ZUGY,92,40,4
ZUGY,92,41,5
ZUGY,92,42,3
ZUGY,92,44,6
ZUGY,92,45,3
ZUGY,92,46,8
ZUGY,92,47,6
ZUGY,92,48,4
ZUGY,92,49,4
ZUGY,92,50,4
ZUGY,93,1,9
ZUGY,93,2,4
ZUGY,93,3,3
ZUGY,93,5,6
ZUGY,93,6,3
ZUGY,93,7,5
ZUGY,93,8,3
ZUGY,93,9,7
ZUGY,93,10,6
ZUGY,93,11,5
ZUGY,93,12,3
ZUGY,93,13,4
ZUGY,93,14,5
ZUGY,93,15,4
ZUGY,93,16,4
ZUGY,93,17,3
ZUGY,93,18,4
ZUGY,93,19,3
ZUGY,93,21,6
ZUGY,93,22,3
ZUGY,93,23,4
ZUGY,93,24,4
ZUGY,93,25,3
ZUGY,93,26,3
ZUGY,93,27,5
ZUGY,93,28,6
ZUGY,93,29,4
ZUGY,93,30,3
ZUGY,93,31,4
ZUGY,93,32,5
ZUGY,93,33,5
ZUGY,93,34,4
ZUGY,93,35,4
ZUGY,93,36,3
ZUGY,93,37,3
ZUGY,93,38,6
ZUGY,93,40,3
ZUGY,93,41,6
ZUGY,93,42,3
ZUGY,93,44,7
ZUGY,93,46,3
ZUGY,93,47,4
ZUGY,93,48,5
ZUGY,93,49,3
ZUGY,93,50,4
ZUGY,94,1,4
ZUGY,94,3,3
ZUGY,94,4,4
ZUGY,94,6,5
ZUGY,94,7,4
ZUGY,94,9,4
ZUGY,94,10,3
ZUGY,94,11,6
ZUGY,94,12,3
ZUGY,94,14,4
ZUGY,94,16,8
ZUGY,94,18,5
ZUGY,94,19,5
ZUGY,94,20,4
ZUGY,94,21,4
ZUGY,94,22,3
ZUGY,94,23,3
ZUGY,94,25,4
ZUGY,94,26,3
ZUGY,94,27,3
ZUGY,94,28,3
ZUGY,94,29,4
ZUGY,94,30,5
ZUGY,94,31,3
ZUGY,94,32,6
ZUGY,94,33,4
ZUGY,94,34,7
ZUGY,94,35,4
ZUGY,94,36,5
ZUGY,94,37,3
ZUGY,94,38,3
ZUGY,94,39,4
ZUGY,94,40,3
ZUGY,94,41,3
ZUGY,94,42,4
ZUGY,94,43,4
ZUGY,94,44,4
ZUGY,94,45,3
ZUGY,94,46,5
ZUGY,94,47,7
ZUGY,94,48,3
ZUGY,94,49,3
ZUGY,94,50,4
ZUGY,95,1,4
ZUGY,95,2,3
ZUGY,95,3,3
ZUGY,95,4,4
ZUGY,95,5,3
ZUGY,95,6,3
ZUGY,95,8,4
ZUGY,95,9,6
ZUGY,95,10,4
ZUGY,95,11,3
ZUGY,95,12,5
ZUGY,95,13,4
ZUGY,95,14,6
ZUGY,95,15,4
ZUGY,95,16,5
ZUGY,95,17,4
ZUGY,95,18,3
ZUGY,95,20,3
ZUGY,95,21,5
ZUGY,95,23,4
ZUGY,95,24,6
ZUGY,95,25,4
ZUGY,95,26,4
ZUGY,95,27,3
ZUGY,95,29,5
ZUGY,95,30,3
ZUGY,95,32,4
ZUGY,95,33,3
ZUGY,95,35,6
ZUGY,95,36,8
ZUGY,95,37,3
ZUGY,95,38,5
ZUGY,95,39,4
ZUGY,95,41,4
ZUGY,95,42,5
ZUGY,95,43,5
ZUGY,95,44,6
ZUGY,95,45,3
ZUGY,95,46,8
ZUGY,95,47,5
ZUGY,95,49,7
ZUGY,95,50,3
ZUUU,0,1,5
ZUUU,0,5,5
ZUUU,0,6,7
ZUUU,0,7,6
ZUUU,0,11,5
ZUUU,0,12,5
ZUUU,0,13,5
ZUUU,0,15,5
ZUUU,0,18,5
ZUUU,0,19,5
ZUUU,0,21,6
ZUUU,0,22,5
ZUUU,0,23,5
ZUUU,0,24,6
ZUUU,0,25,5
ZUUU,0,27,7
ZUUU,0,28,5
ZUUU,0,29,6
ZUUU,0,31,5
ZUUU,0,32,5
ZUUU,0,33,6
ZUUU,0,35,5
ZUUU,0,36,5
ZUUU,0,37,5
ZUUU,0,38,6
ZUUU,0,39,5
ZUUU,0,40,5
ZUUU,0,41,7
ZUUU,0,42,5
ZUUU,0,43,6
ZUUU,0,46,5
ZUUU,0,48,5
ZUUU,0,49,5
ZUUU,0,50,5
ZUUU,1,1,5
ZUUU,1,2,5
ZUUU,1,4,7
ZUUU,1,7,5
ZUUU,1,8,5
ZUUU,1,9,5
ZUUU,1,10,7
ZUUU,1,11,7
ZUUU,1,12,7
ZUUU,1,13,7
ZUUU,1,14,5
ZUUU,1,15,7
ZUUU,1,16,8
ZUUU,1,18,5
ZUUU,1,19,5
ZUUU,1,21,5
ZUUU,1,22,5
ZUUU,1,27,5
ZUUU,1,29,5
ZUUU,1,33,6
ZUUU,1,35,5
ZUUU,1,37,9
ZUUU,1,38,5
ZUUU,1,39,5
ZUUU,1,40,6
ZUUU,1,41,6
ZUUU,1,42,6
ZUUU,1,43,5
ZUUU,1,44,5
ZUUU,1,45,5
ZUUU,1,47,5
ZUUU,1,48,6
ZUUU,1,49,7
ZUUU,1,50,6
ZUUU,2,2,5
ZUUU,2,4,6
ZUUU,2,5,6
ZUUU,2,8,7
ZUUU,2,9,6
ZUUU,2,10,7
ZUUU,2,12,6
ZUUU,2,14,5
ZUUU,2,15,7
ZUUU,2,18,6
ZUUU,2,21,5
ZUUU,2,23,6
ZUUU,2,26,5
ZUUU,2,27,9
ZUUU,2,28,8
ZUUU,2,29,5
ZUUU,2,30,5
ZUUU,2,31,5
ZUUU,2,32,6
ZUUU,2,33,6
ZUUU,2,34,6
ZUUU,2,35,6
ZUUU,2,36,5
ZUUU,2,38,5
ZUUU,2,39,5
ZUUU,2,40,5
ZUUU,2,41,6
ZUUU,2,43,6
ZUUU,2,44,5
ZUUU,2,46,5
ZUUU,2,47,6
ZUUU,2,48,7
ZUUU,2,49,6
ZUUU,2,50,6
ZUUU,3,1,5
ZUUU,3,3,5
ZUUU,3,5,5
ZUUU,3,7,5
ZUUU,3,10,5
ZUUU,3,13,6
ZUUU,3,14,5
ZUUU,3,16,7
ZUUU,3,17,6
ZUUU,3,18,5
ZUUU,3,20,5
ZUUU,3,21,5
ZUUU,3,25,5
ZUUU,3,26,5
ZUUU,3,28,5
ZUUU,3,29,5
ZUUU,3,30,5
ZUUU,3,31,5
ZUUU,3,32,5
ZUUU,3,33,5
ZUUU,3,35,5
ZUUU,3,37,5
ZUUU,3,40,5
ZUUU,3,42,5
ZUUU,3,45,6
ZUUU,3,46,5
ZUUU,3,47,6
ZUUU,3,48,5
ZUUU,3,49,5
ZUUU,3,50,5
ZUUU,4,1,7
ZUUU,4,3,7
ZUUU,4,4,6
ZUUU,4,6,7
ZUUU,4,8,6
ZUUU,4,9,8
ZUUU,4,10,6
ZUUU,4,11,7
ZUUU,4,12,5
ZUUU,4,13,5
ZUUU,4,14,7
ZUUU,4,16,5
ZUUU,4,17,6
ZUUU,4,20,6
ZUUU,4,21,6
ZUUU,4,23,8
ZUUU,4,24,7
ZUUU,4,25,6
ZUUU,4,29,5
ZUUU,4,30,5
ZUUU,4,31,5
ZUUU,4,32,6
ZUUU,4,33,8
ZUUU,4,34,7
ZUUU,4,37,6
ZUUU,4,38,7
ZUUU,4,41,5
ZUUU,4,43,6
ZUUU,4,44,7
ZUUU,4,45,6
ZUUU,4,46,5
ZUUU,4,47,6
ZUUU,4,48,5
ZUUU,4,49,6
ZUUU,4,50,5
ZUUU,5,1,6
ZUUU,5,2,7
ZUUU,5,4,6
ZUUU,5,5,5
ZUUU,5,6,5
ZUUU,5,7,6
ZUUU,5,8,7
ZUUU,5,9,5
ZUUU,5,10,5
ZUUU,5,14,8
ZUUU,5,15,6
ZUUU,5,16,7
ZUUU,5,17,6
ZUUU,5,18,7
ZUUU,5,20,5
ZUUU,5,21,5
ZUUU,5,23,6
ZUUU,5,24,8
ZUUU,5,25,5
ZUUU,5,26,6
ZUUU,5,27,6
ZUUU,5,28,5
ZUUU,5,29,5
ZUUU,5,30,6
ZUUU,5,31,6
ZUUU,5,32,5
ZUUU,5,33,7
ZUUU,5,36,5
ZUUU,5,38,6
ZUUU,5,39,5
ZUUU,5,40,5
ZUUU,5,41,5
ZUUU,5,42,6
ZUUU,5,44,6
ZUUU,5,45,5
ZUUU,5,46,5
ZUUU,5,47,5
ZUUU,5,48,7
ZUUU,5,50,5
ZUUU,6,1,6
ZUUU,6,5,5
ZUUU,6,6,5
ZUUU,6,8,5
ZUUU,6,10,6
ZUUU,6,11,6
ZUUU,6,13,5
ZUUU,6,15,5
ZUUU,6,16,5
ZUUU,6,17,5
ZUUU,6,22,5
ZUUU,6,24,5
ZUUU,6,25,6
ZUUU,6,26,5
ZUUU,6,27,7
ZUUU,6,28,5
ZUUU,6,30,5
ZUUU,6,32,8
ZUUU,6,33,5
ZUUU,6,34,5
ZUUU,6,35,5
ZUUU,6,36,5
ZUUU,6,37,8
ZUUU,6,38,6
ZUUU,6,40,6
ZUUU,6,41,7
ZUUU,6,42,8
ZUUU,6,43,5
ZUUU,6,44,6
ZUUU,6,45,5
ZUUU,6,48,7
ZUUU,6,49,5
ZUUU,7,1,5
ZUUU,7,11,5
ZUUU,7,12,6
ZUUU,7,14,6
ZUUU,7,16,6
ZUUU,7,19,5
ZUUU,7,20,7
ZUUU,7,22,7
ZUUU,7,23,6
ZUUU,7,24,6
ZUUU,7,25,5
ZUUU,7,26,6
ZUUU,7,27,6
ZUUU,7,29,6
ZUUU,7,32,6
ZUUU,7,33,5
ZUUU,7,34,5
ZUUU,7,36,5
ZUUU,7,37,5
ZUUU,7,39,6
ZUUU,7,40,7
ZUUU,7,41,5
ZUUU,7,42,6
ZUUU,7,43,7
ZUUU,7,44,9
ZUUU,7,45,6
ZUUU,7,46,6
ZUUU,7,47,6
ZUUU,7,48,5
ZUUU,7,49,6
ZUUU,8,1,10
ZUUU,8,3,6
ZUUU,8,4,7
ZUUU,8,5,6
ZUUU,8,6,6
ZUUU,8,7,8
ZUUU,8,8,6
ZUUU,8,9,6
ZUUU,8,10,7
ZUUU,8,11,6
ZUUU,8,12,8
ZUUU,8,13,6
ZUUU,8,14,7
ZUUU,8,15,7
ZUUU,8,16,7
ZUUU,8,17,5
ZUUU,8,18,7
ZUUU,8,19,8
ZUUU,8,20,7
ZUUU,8,21,5
ZUUU,8,22,12
ZUUU,8,24,5
ZUUU,8,26,6
ZUUU,8,27,7
ZUUU,8,29,8
ZUUU,8,31,8
ZUUU,8,32,6
ZUUU,8,34,5
ZUUU,8,35,7
ZUUU,8,36,7
ZUUU,8,37,5
ZUUU,8,38,7
ZUUU,8,40,6
ZUUU,8,41,5
ZUUU,8,42,8
ZUUU,8,43,8
ZUUU,8,44,6
ZUUU,8,45,5
ZUUU,8,46,7
ZUUU,8,47,5
ZUUU,8,48,8
ZUUU,8,49,5
ZUUU,8,50,7
ZUUU,9,1,7
ZUUU,9,2,7
ZUUU,9,3,6
ZUUU,9,4,5
ZUUU,9,5,6
ZUUU,9,6,6
ZUUU,9,7,6
ZUUU,9,8,9
ZUUU,9,9,5
ZUUU,9,10,7
ZUUU,9,11,7
ZUUU,9,12,8
ZUUU,9,15,6
ZUUU,9,16,7
ZUUU,9,17,7
ZUUU,9,19,6
ZUUU,9,20,7
ZUUU,9,21,5
ZUUU,9,22,6
ZUUU,9,23,8
ZUUU,9,24,8
ZUUU,9,25,6
ZUUU,9,26,9
ZUUU,9,27,7
ZUUU,9,28,5
ZUUU,9,30,5
ZUUU,9,31,6
ZUUU,9,32,7
ZUUU,9,33,6
ZUUU,9,34,5
ZUUU,9,35,5
ZUUU,9,36,8
ZUUU,9,37,6
ZUUU,9,38,6
ZUUU,9,39,6
ZUUU,9,40,7
ZUUU,9,41,7
ZUUU,9,42,6
ZUUU,9,43,5
ZUUU,9,44,5
ZUUU,9,45,7
ZUUU,9,46,7
ZUUU,9,47,7
ZUUU,9,48,9
ZUUU,10,1,5
ZUUU,10,2,7
ZUUU,10,3,10
ZUUU,10,4,7
ZUUU,10,5,13
ZUUU,10,6,5
ZUUU,10,7,6
ZUUU,10,8,5
ZUUU,10,9,7
ZUUU,10,10,7
ZUUU,10,11,6
ZUUU,10,12,6
ZUUU,10,13,5
ZUUU,10,14,6
ZUUU,10,15,7
ZUUU,10,16,6
ZUUU,10,18,8
ZUUU,10,19,6
ZUUU,10,21,7
ZUUU,10,22,6
ZUUU,10,23,8
ZUUU,10,25,5
ZUUU,10,26,6
ZUUU,10,28,7
ZUUU,10,29,6
ZUUU,10,30,5
ZUUU,10,31,5
ZUUU,10,32,6
ZUUU,10,33,7
ZUUU,10,34,6
ZUUU,10,35,5
ZUUU,10,36,7
ZUUU,10,37,5
ZUUU,10,38,7
ZUUU,10,39,5
ZUUU,10,40,6
ZUUU,10,41,6
ZUUU,10,43,6
ZUUU,10,44,6
ZUUU,10,45,6
ZUUU,10,46,7
ZUUU,10,47,10
ZUUU,10,48,7
ZUUU,10,49,7
ZUUU,10,50,9
ZUUU,11,1,7
ZUUU,11,2,7
ZUUU,11,3,5
ZUUU,11,4,8
ZUUU,11,6,6
